I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.090763,-0.108916,-0.045381,0.072610,-0.027229,-0.063534,0.027229,-0.036305,-0.072610,-0.099839,-0.090763,-0.054458
-0.094626,-0.113551,-0.047313,0.075701,-0.028388,-0.066238,0.028388,-0.037850,-0.075701,-0.104089,-0.094626,-0.056776
-0.093733,-0.112479,-0.046866,0.074986,-0.028120,-0.065613,0.028120,-0.037493,-0.074986,-0.103106,-0.093733,-0.056240
-0.090941,-0.109130,-0.045471,0.072753,-0.027282,-0.063659,0.027282,-0.036377,-0.072753,-0.100035,-0.090941,-0.054565
0.016322,0.019586,0.008161,-0.013058,0.004897,0.011425,-0.004897,0.006529,0.013058,0.017954,0.016322,0.009793
0.050336,0.060404,0.025168,-0.040269,0.015101,0.035235,-0.015101,0.020135,0.040269,0.055370,0.050336,0.030202
0.089601,0.107521,0.044801,-0.071681,0.026880,0.062721,-0.026880,0.035840,0.071681,0.098561,0.089601,0.053761
0.263613,0.316336,0.131807,-0.210891,0.079084,0.184529,-0.079084,0.105445,0.210891,0.289975,0.263613,0.158168
0.544967,0.653960,0.272483,-0.435973,0.163490,0.381477,-0.163490,0.217987,0.435973,0.599463,0.544967,0.326980
0.912219,1.094663,0.456110,-0.729775,0.273666,0.638554,-0.273666,0.364888,0.729775,1.003441,0.912219,0.547332
1.291625,1.549950,0.645813,-1.033300,0.387488,0.904138,-0.387488,0.516650,1.033300,1.420788,1.291625,0.774975
1.500771,1.800925,0.750385,-1.200617,0.450231,1.050540,-0.450231,0.600308,1.200617,1.650848,1.500771,0.900462
1.502478,1.802973,0.751239,-1.201982,0.450743,1.051734,-0.450743,0.600991,1.201982,1.652726,1.502478,0.901487
1.287013,1.544416,0.643507,-1.029611,0.386104,0.900909,-0.386104,0.514805,1.029611,1.415714,1.287013,0.772208
0.945949,1.135138,0.472974,-0.756759,0.283785,0.662164,-0.283785,0.378379,0.756759,1.040543,0.945949,0.567569
0.588501,0.706201,0.294251,-0.470801,0.176550,0.411951,-0.176550,0.235400,0.470801,0.647351,0.588501,0.353101
0.312855,0.375426,0.156427,-0.250284,0.093856,0.218998,-0.093856,0.125142,0.250284,0.344140,0.312855,0.187713
0.129368,0.155241,0.064684,-0.103494,0.038810,0.090557,-0.038810,0.051747,0.103494,0.142304,0.129368,0.077621
-0.007256,-0.008708,-0.003628,0.005805,-0.002177,-0.005080,0.002177,-0.002903,-0.005805,-0.007982,-0.007256,-0.004354
-0.004216,-0.005060,-0.002108,0.003373,-0.001265,-0.002952,0.001265,-0.001687,-0.003373,-0.004638,-0.004216,-0.002530
0.021033,0.025240,0.010517,-0.016827,0.006310,0.014723,-0.006310,0.008413,0.016827,0.023137,0.021033,0.012620
-0.087460,-0.104952,-0.043730,0.069968,-0.026238,-0.061222,0.026238,-0.034984,-0.069968,-0.096206,-0.087460,-0.052476
-0.141230,-0.169475,-0.070615,0.112984,-0.042369,-0.098861,0.042369,-0.056492,-0.112984,-0.155352,-0.141230,-0.084738
-0.153506,-0.184208,-0.076753,0.122805,-0.046052,-0.107454,0.046052,-0.061403,-0.122805,-0.168857,-0.153506,-0.092104
-0.242083,-0.290500,-0.121042,0.193667,-0.072625,-0.169458,0.072625,-0.096833,-0.193667,-0.266291,-0.242083,-0.145250
-0.301977,-0.362373,-0.150989,0.241582,-0.090593,-0.211384,0.090593,-0.120791,-0.241582,-0.332175,-0.301977,-0.181186
-0.252746,-0.303295,-0.126373,0.202196,-0.075824,-0.176922,0.075824,-0.101098,-0.202196,-0.278020,-0.252746,-0.151647
-0.257405,-0.308886,-0.128703,0.205924,-0.077222,-0.180184,0.077222,-0.102962,-0.205924,-0.283146,-0.257405,-0.154443
-0.202696,-0.243235,-0.101348,0.162157,-0.060809,-0.141887,0.060809,-0.081078,-0.162157,-0.222966,-0.202696,-0.121618
-0.179864,-0.215837,-0.089932,0.143892,-0.053959,-0.125905,0.053959,-0.071946,-0.143892,-0.197851,-0.179864,-0.107919
-0.089326,-0.107191,-0.044663,0.071461,-0.026798,-0.062528,0.026798,-0.035730,-0.071461,-0.098258,-0.089326,-0.053595
-0.047707,-0.057248,-0.023854,0.038166,-0.014312,-0.033395,0.014312,-0.019083,-0.038166,-0.052478,-0.047707,-0.028624
-0.006184,-0.007421,-0.003092,0.004947,-0.001855,-0.004329,0.001855,-0.002474,-0.004947,-0.006803,-0.006184,-0.003710
0.021535,0.025842,0.010767,-0.017228,0.006460,0.015074,-0.006460,0.008614,0.017228,0.023688,0.021535,0.012921
0.028934,0.034721,0.014467,-0.023147,0.008680,0.020254,-0.008680,0.011574,0.023147,0.031827,0.028934,0.017360
0.003777,0.004532,0.001888,-0.003021,0.001133,0.002644,-0.001133,0.001511,0.003021,0.004154,0.003777,0.002266
0.020772,0.024927,0.010386,-0.016618,0.006232,0.014541,-0.006232,0.008309,0.016618,0.022849,0.020772,0.012463
-0.033625,-0.040350,-0.016813,0.026900,-0.010088,-0.023538,0.010088,-0.013450,-0.026900,-0.036988,-0.033625,-0.020175
0.020461,0.024553,0.010230,-0.016369,0.006138,0.014323,-0.006138,0.008184,0.016369,0.022507,0.020461,0.012277
0.022117,0.026540,0.011058,-0.017693,0.006635,0.015482,-0.006635,0.008847,0.017693,0.024328,0.022117,0.013270
-0.009547,-0.011456,-0.004773,0.007637,-0.002864,-0.006683,0.002864,-0.003819,-0.007637,-0.010501,-0.009547,-0.005728
-0.020418,-0.024501,-0.010209,0.016334,-0.006125,-0.014292,0.006125,-0.008167,-0.016334,-0.022459,-0.020418,-0.012251
0.001890,0.002268,0.000945,-0.001512,0.000567,0.001323,-0.000567,0.000756,0.001512,0.002079,0.001890,0.001134
-0.031672,-0.038006,-0.015836,0.025338,-0.009502,-0.022170,0.009502,-0.012669,-0.025338,-0.034839,-0.031672,-0.019003
0.016303,0.019564,0.008152,-0.013043,0.004891,0.011412,-0.004891,0.006521,0.013043,0.017934,0.016303,0.009782
0.016579,0.019894,0.008289,-0.013263,0.004974,0.011605,-0.004974,0.006631,0.013263,0.018236,0.016579,0.009947
-0.018690,-0.022428,-0.009345,0.014952,-0.005607,-0.013083,0.005607,-0.007476,-0.014952,-0.020559,-0.018690,-0.011214
0.013649,0.016379,0.006825,-0.010919,0.004095,0.009555,-0.004095,0.005460,0.010919,0.015014,0.013649,0.008190
0.047195,0.056634,0.023597,-0.037756,0.014158,0.033036,-0.014158,0.018878,0.037756,0.051914,0.047195,0.028317
0.050528,0.060634,0.025264,-0.040422,0.015158,0.035370,-0.015158,0.020211,0.040422,0.055581,0.050528,0.030317
0.053057,0.063668,0.026528,-0.042445,0.015917,0.037140,-0.015917,0.021223,0.042445,0.058362,0.053057,0.031834
0.022978,0.027574,0.011489,-0.018383,0.006894,0.016085,-0.006894,0.009191,0.018383,0.025276,0.022978,0.013787
0.022799,0.027359,0.011400,-0.018239,0.006840,0.015960,-0.006840,0.009120,0.018239,0.025079,0.022799,0.013680
0.027414,0.032896,0.013707,-0.021931,0.008224,0.019190,-0.008224,0.010965,0.021931,0.030155,0.027414,0.016448
0.063881,0.076657,0.031941,-0.051105,0.019164,0.044717,-0.019164,0.025552,0.051105,0.070269,0.063881,0.038329
0.124388,0.149266,0.062194,-0.099510,0.037316,0.087072,-0.037316,0.049755,0.099510,0.136827,0.124388,0.074633
0.104468,0.125362,0.052234,-0.083575,0.031340,0.073128,-0.031340,0.041787,0.083575,0.114915,0.104468,0.062681
0.119094,0.142912,0.059547,-0.095275,0.035728,0.083366,-0.035728,0.047637,0.095275,0.131003,0.119094,0.071456
0.121872,0.146246,0.060936,-0.097497,0.036562,0.085310,-0.036562,0.048749,0.097497,0.134059,0.121872,0.073123
0.043406,0.052087,0.021703,-0.034725,0.013022,0.030384,-0.013022,0.017362,0.034725,0.047746,0.043406,0.026043
0.096622,0.115946,0.048311,-0.077297,0.028987,0.067635,-0.028987,0.038649,0.077297,0.106284,0.096622,0.057973
0.100813,0.120976,0.050407,-0.080651,0.030244,0.070569,-0.030244,0.040325,0.080651,0.110895,0.100813,0.060488
0.162554,0.195064,0.081277,-0.130043,0.048766,0.113788,-0.048766,0.065021,0.130043,0.178809,0.162554,0.097532
0.186924,0.224309,0.093462,-0.149539,0.056077,0.130847,-0.056077,0.074770,0.149539,0.205617,0.186924,0.112155
0.127286,0.152743,0.063643,-0.101829,0.038186,0.089100,-0.038186,0.050914,0.101829,0.140015,0.127286,0.076372
0.158802,0.190562,0.079401,-0.127041,0.047640,0.111161,-0.047640,0.063521,0.127041,0.174682,0.158802,0.095281
0.184081,0.220898,0.092041,-0.147265,0.055224,0.128857,-0.055224,0.073633,0.147265,0.202489,0.184081,0.110449
0.161507,0.193808,0.080753,-0.129205,0.048452,0.113055,-0.048452,0.064603,0.129205,0.177657,0.161507,0.096904
0.164966,0.197960,0.082483,-0.131973,0.049490,0.115476,-0.049490,0.065987,0.131973,0.181463,0.164966,0.098980
0.169847,0.203816,0.084923,-0.135877,0.050954,0.118893,-0.050954,0.067939,0.135877,0.186831,0.169847,0.101908
0.221601,0.265921,0.110800,-0.177280,0.066480,0.155120,-0.066480,0.088640,0.177280,0.243761,0.221601,0.132960
0.171090,0.205308,0.085545,-0.136872,0.051327,0.119763,-0.051327,0.068436,0.136872,0.188199,0.171090,0.102654
0.234095,0.280914,0.117048,-0.187276,0.070229,0.163867,-0.070229,0.093638,0.187276,0.257505,0.234095,0.140457
0.202672,0.243206,0.101336,-0.162138,0.060802,0.141870,-0.060802,0.081069,0.162138,0.222939,0.202672,0.121603
0.221069,0.265283,0.110534,-0.176855,0.066321,0.154748,-0.066321,0.088428,0.176855,0.243176,0.221069,0.132641
0.241884,0.290261,0.120942,-0.193507,0.072565,0.169319,-0.072565,0.096754,0.193507,0.266073,0.241884,0.145131
0.171268,0.205522,0.085634,-0.137015,0.051381,0.119888,-0.051381,0.068507,0.137015,0.188395,0.171268,0.102761
0.161748,0.194098,0.080874,-0.129398,0.048524,0.113224,-0.048524,0.064699,0.129398,0.177923,0.161748,0.097049
0.193485,0.232182,0.096743,-0.154788,0.058046,0.135440,-0.058046,0.077394,0.154788,0.212834,0.193485,0.116091
0.144190,0.173027,0.072095,-0.115352,0.043257,0.100933,-0.043257,0.057676,0.115352,0.158608,0.144190,0.086514
0.148269,0.177923,0.074135,-0.118616,0.044481,0.103789,-0.044481,0.059308,0.118616,0.163096,0.148269,0.088962
0.162943,0.195531,0.081471,-0.130354,0.048883,0.114060,-0.048883,0.065177,0.130354,0.179237,0.162943,0.097766
0.168892,0.202670,0.084446,-0.135113,0.050667,0.118224,-0.050667,0.067557,0.135113,0.185781,0.168892,0.101335
0.126768,0.152122,0.063384,-0.101415,0.038031,0.088738,-0.038031,0.050707,0.101415,0.139445,0.126768,0.076061
0.154696,0.185635,0.077348,-0.123757,0.046409,0.108287,-0.046409,0.061878,0.123757,0.170165,0.154696,0.092817
0.187790,0.225348,0.093895,-0.150232,0.056337,0.131453,-0.056337,0.075116,0.150232,0.206569,0.187790,0.112674
0.216356,0.259627,0.108178,-0.173085,0.064907,0.151449,-0.064907,0.086542,0.173085,0.237992,0.216356,0.129814
0.123807,0.148569,0.061904,-0.099046,0.037142,0.086665,-0.037142,0.049523,0.099046,0.136188,0.123807,0.074284
0.227914,0.273497,0.113957,-0.182331,0.068374,0.159540,-0.068374,0.091166,0.182331,0.250705,0.227914,0.136748
0.219881,0.263857,0.109941,-0.175905,0.065964,0.153917,-0.065964,0.087952,0.175905,0.241869,0.219881,0.131929
0.162968,0.195561,0.081484,-0.130374,0.048890,0.114077,-0.048890,0.065187,0.130374,0.179264,0.162968,0.097781
0.149734,0.179681,0.074867,-0.119787,0.044920,0.104814,-0.044920,0.059894,0.119787,0.164708,0.149734,0.089841
0.200258,0.240310,0.100129,-0.160207,0.060077,0.140181,-0.060077,0.080103,0.160207,0.220284,0.200258,0.120155
0.164887,0.197865,0.082444,-0.131910,0.049466,0.115421,-0.049466,0.065955,0.131910,0.181376,0.164887,0.098932
0.167233,0.200679,0.083616,-0.133786,0.050170,0.117063,-0.050170,0.066893,0.133786,0.183956,0.167233,0.100340
0.171520,0.205824,0.085760,-0.137216,0.051456,0.120064,-0.051456,0.068608,0.137216,0.188672,0.171520,0.102912
0.115283,0.138340,0.057641,-0.092226,0.034585,0.080698,-0.034585,0.046113,0.092226,0.126811,0.115283,0.069170
0.111176,0.133411,0.055588,-0.088941,0.033353,0.077823,-0.033353,0.044470,0.088941,0.122294,0.111176,0.066706
0.100910,0.121092,0.050455,-0.080728,0.030273,0.070637,-0.030273,0.040364,0.080728,0.111001,0.100910,0.060546
0.095118,0.114141,0.047559,-0.076094,0.028535,0.066583,-0.028535,0.038047,0.076094,0.104630,0.095118,0.057071
0.105188,0.126226,0.052594,-0.084151,0.031557,0.073632,-0.031557,0.042075,0.084151,0.115707,0.105188,0.063113
0.089883,0.107860,0.044942,-0.071907,0.026965,0.062918,-0.026965,0.035953,0.071907,0.098872,0.089883,0.053930
0.035375,0.042450,0.017687,-0.028300,0.010612,0.024762,-0.010612,0.014150,0.028300,0.038912,0.035375,0.021225
0.012681,0.015217,0.006341,-0.010145,0.003804,0.008877,-0.003804,0.005072,0.010145,0.013949,0.012681,0.007609
0.084352,0.101222,0.042176,-0.067481,0.025306,0.059046,-0.025306,0.033741,0.067481,0.092787,0.084352,0.050611
0.028053,0.033663,0.014026,-0.022442,0.008416,0.019637,-0.008416,0.011221,0.022442,0.030858,0.028053,0.016832
0.018484,0.022181,0.009242,-0.014787,0.005545,0.012939,-0.005545,0.007394,0.014787,0.020333,0.018484,0.011091
-0.029488,-0.035386,-0.014744,0.023591,-0.008847,-0.020642,0.008847,-0.011795,-0.023591,-0.032437,-0.029488,-0.017693
0.024626,0.029551,0.012313,-0.019701,0.007388,0.017238,-0.007388,0.009850,0.019701,0.027089,0.024626,0.014776
-0.024341,-0.029209,-0.012170,0.019473,-0.007302,-0.017039,0.007302,-0.009736,-0.019473,-0.026775,-0.024341,-0.014605
-0.019028,-0.022834,-0.009514,0.015223,-0.005708,-0.013320,0.005708,-0.007611,-0.015223,-0.020931,-0.019028,-0.011417
-0.052679,-0.063214,-0.026339,0.042143,-0.015804,-0.036875,0.015804,-0.021071,-0.042143,-0.057946,-0.052679,-0.031607
-0.040474,-0.048569,-0.020237,0.032379,-0.012142,-0.028332,0.012142,-0.016190,-0.032379,-0.044522,-0.040474,-0.024285
-0.040418,-0.048502,-0.020209,0.032335,-0.012125,-0.028293,0.012125,-0.016167,-0.032335,-0.044460,-0.040418,-0.024251
-0.107755,-0.129306,-0.053877,0.086204,-0.032326,-0.075428,0.032326,-0.043102,-0.086204,-0.118530,-0.107755,-0.064653
-0.109608,-0.131530,-0.054804,0.087687,-0.032882,-0.076726,0.032882,-0.043843,-0.087687,-0.120569,-0.109608,-0.065765
-0.098854,-0.118625,-0.049427,0.079083,-0.029656,-0.069198,0.029656,-0.039542,-0.079083,-0.108740,-0.098854,-0.059313
-0.137034,-0.164440,-0.068517,0.109627,-0.041110,-0.095923,0.041110,-0.054813,-0.109627,-0.150737,-0.137034,-0.082220
-0.127122,-0.152546,-0.063561,0.101698,-0.038137,-0.088985,0.038137,-0.050849,-0.101698,-0.139834,-0.127122,-0.076273
-0.093480,-0.112176,-0.046740,0.074784,-0.028044,-0.065436,0.028044,-0.037392,-0.074784,-0.102828,-0.093480,-0.056088
-0.077407,-0.092889,-0.038704,0.061926,-0.023222,-0.054185,0.023222,-0.030963,-0.061926,-0.085148,-0.077407,-0.046444
0.037263,0.044716,0.018632,-0.029811,0.011179,0.026084,-0.011179,0.014905,0.029811,0.040990,0.037263,0.022358
0.087201,0.104641,0.043600,-0.069761,0.026160,0.061041,-0.026160,0.034880,0.069761,0.095921,0.087201,0.052320
0.313751,0.376501,0.156875,-0.251000,0.094125,0.219625,-0.094125,0.125500,0.251000,0.345126,0.313751,0.188250
0.590184,0.708220,0.295092,-0.472147,0.177055,0.413129,-0.177055,0.236073,0.472147,0.649202,0.590184,0.354110
0.875465,1.050558,0.437732,-0.700372,0.262639,0.612825,-0.262639,0.350186,0.700372,0.963011,0.875465,0.525279
1.255078,1.506093,0.627539,-1.004062,0.376523,0.878554,-0.376523,0.502031,1.004062,1.380585,1.255078,0.753047
1.456033,1.747239,0.728016,-1.164826,0.436810,1.019223,-0.436810,0.582413,1.164826,1.601636,1.456033,0.873620
1.436484,1.723781,0.718242,-1.149187,0.430945,1.005539,-0.430945,0.574594,1.149187,1.580132,1.436484,0.861890
1.244384,1.493260,0.622192,-0.995507,0.373315,0.871068,-0.373315,0.497753,0.995507,1.368822,1.244384,0.746630
0.905552,1.086662,0.452776,-0.724442,0.271666,0.633886,-0.271666,0.362221,0.724442,0.996107,0.905552,0.543331
0.587646,0.705175,0.293823,-0.470117,0.176294,0.411352,-0.176294,0.235058,0.470117,0.646411,0.587646,0.352588
0.329868,0.395842,0.164934,-0.263895,0.098961,0.230908,-0.098961,0.131947,0.263895,0.362855,0.329868,0.197921
0.100060,0.120072,0.050030,-0.080048,0.030018,0.070042,-0.030018,0.040024,0.080048,0.110066,0.100060,0.060036
0.032923,0.039508,0.016462,-0.026339,0.009877,0.023046,-0.009877,0.013169,0.026339,0.036216,0.032923,0.019754
0.015519,0.018623,0.007759,-0.012415,0.004656,0.010863,-0.004656,0.006208,0.012415,0.017071,0.015519,0.009311
0.002188,0.002626,0.001094,-0.001751,0.000657,0.001532,-0.000657,0.000875,0.001751,0.002407,0.002188,0.001313
-0.144283,-0.173140,-0.072142,0.115427,-0.043285,-0.100998,0.043285,-0.057713,-0.115427,-0.158712,-0.144283,-0.086570
-0.084219,-0.101063,-0.042109,0.067375,-0.025266,-0.058953,0.025266,-0.033688,-0.067375,-0.092641,-0.084219,-0.050531
-0.189050,-0.226860,-0.094525,0.151240,-0.056715,-0.132335,0.056715,-0.075620,-0.151240,-0.207955,-0.189050,-0.113430
-0.198656,-0.238388,-0.099328,0.158925,-0.059597,-0.139059,0.059597,-0.079463,-0.158925,-0.218522,-0.198656,-0.119194
-0.300250,-0.360301,-0.150125,0.240200,-0.090075,-0.210175,0.090075,-0.120100,-0.240200,-0.330276,-0.300250,-0.180150
-0.324333,-0.389200,-0.162167,0.259467,-0.097300,-0.227033,0.097300,-0.129733,-0.259467,-0.356767,-0.324333,-0.194600
-0.274784,-0.329741,-0.137392,0.219827,-0.082435,-0.192349,0.082435,-0.109914,-0.219827,-0.302262,-0.274784,-0.164870
-0.190426,-0.228511,-0.095213,0.152341,-0.057128,-0.133298,0.057128,-0.076170,-0.152341,-0.209469,-0.190426,-0.114256
-0.162009,-0.194411,-0.081004,0.129607,-0.048603,-0.113406,0.048603,-0.064804,-0.129607,-0.178210,-0.162009,-0.097205
-0.174795,-0.209754,-0.087398,0.139836,-0.052439,-0.122357,0.052439,-0.069918,-0.139836,-0.192275,-0.174795,-0.104877
-0.038523,-0.046227,-0.019261,0.030818,-0.011557,-0.026966,0.011557,-0.015409,-0.030818,-0.042375,-0.038523,-0.023114
-0.077676,-0.093212,-0.038838,0.062141,-0.023303,-0.054373,0.023303,-0.031071,-0.062141,-0.085444,-0.077676,-0.046606
-0.042232,-0.050678,-0.021116,0.033785,-0.012669,-0.029562,0.012669,-0.016893,-0.033785,-0.046455,-0.042232,-0.025339
-0.039627,-0.047552,-0.019813,0.031701,-0.011888,-0.027739,0.011888,-0.015851,-0.031701,-0.043589,-0.039627,-0.023776
-0.056372,-0.067647,-0.028186,0.045098,-0.016912,-0.039461,0.016912,-0.022549,-0.045098,-0.062009,-0.056372,-0.033823
-0.037425,-0.044910,-0.018713,0.029940,-0.011228,-0.026198,0.011228,-0.014970,-0.029940,-0.041168,-0.037425,-0.022455
-0.028848,-0.034618,-0.014424,0.023079,-0.008655,-0.020194,0.008655,-0.011539,-0.023079,-0.031733,-0.028848,-0.017309
-0.017184,-0.020621,-0.008592,0.013748,-0.005155,-0.012029,0.005155,-0.006874,-0.013748,-0.018903,-0.017184,-0.010311
-0.000011,-0.000013,-0.000005,0.000008,-0.000003,-0.000007,0.000003,-0.000004,-0.000008,-0.000012,-0.000011,-0.000006
-0.007900,-0.009480,-0.003950,0.006320,-0.002370,-0.005530,0.002370,-0.003160,-0.006320,-0.008690,-0.007900,-0.004740
-0.041617,-0.049941,-0.020809,0.033294,-0.012485,-0.029132,0.012485,-0.016647,-0.033294,-0.045779,-0.041617,-0.024970
-0.001798,-0.002158,-0.000899,0.001439,-0.000539,-0.001259,0.000539,-0.000719,-0.001439,-0.001978,-0.001798,-0.001079
0.033914,0.040697,0.016957,-0.027131,0.010174,0.023740,-0.010174,0.013566,0.027131,0.037305,0.033914,0.020348
0.034523,0.041428,0.017262,-0.027619,0.010357,0.024166,-0.010357,0.013809,0.027619,0.037976,0.034523,0.020714
0.011777,0.014132,0.005889,-0.009422,0.003533,0.008244,-0.003533,0.004711,0.009422,0.012955,0.011777,0.007066
0.028348,0.034018,0.014174,-0.022679,0.008505,0.019844,-0.008505,0.011339,0.022679,0.031183,0.028348,0.017009
0.038990,0.046788,0.019495,-0.031192,0.011697,0.027293,-0.011697,0.015596,0.031192,0.042889,0.038990,0.023394
0.056013,0.067215,0.028006,-0.044810,0.016804,0.039209,-0.016804,0.022405,0.044810,0.061614,0.056013,0.033608
0.069543,0.083452,0.034772,-0.055635,0.020863,0.048680,-0.020863,0.027817,0.055635,0.076498,0.069543,0.041726
0.013132,0.015758,0.006566,-0.010506,0.003940,0.009192,-0.003940,0.005253,0.010506,0.014445,0.013132,0.007879
0.019339,0.023207,0.009670,-0.015472,0.005802,0.013538,-0.005802,0.007736,0.015472,0.021273,0.019339,0.011604
0.077127,0.092553,0.038564,-0.061702,0.023138,0.053989,-0.023138,0.030851,0.061702,0.084840,0.077127,0.046276
0.085972,0.103166,0.042986,-0.068777,0.025792,0.060180,-0.025792,0.034389,0.068777,0.094569,0.085972,0.051583
0.092320,0.110784,0.046160,-0.073856,0.027696,0.064624,-0.027696,0.036928,0.073856,0.101552,0.092320,0.055392
-0.016475,-0.019770,-0.008237,0.013180,-0.004942,-0.011532,0.004942,-0.006590,-0.013180,-0.018122,-0.016475,-0.009885
0.055727,0.066873,0.027864,-0.044582,0.016718,0.039009,-0.016718,0.022291,0.044582,0.061300,0.055727,0.033436
-0.026145,-0.031374,-0.013072,0.020916,-0.007843,-0.018301,0.007843,-0.010458,-0.020916,-0.028759,-0.026145,-0.015687
0.103273,0.123927,0.051636,-0.082618,0.030982,0.072291,-0.030982,0.041309,0.082618,0.113600,0.103273,0.061964
0.093457,0.112148,0.046729,-0.074766,0.028037,0.065420,-0.028037,0.037383,0.074766,0.102803,0.093457,0.056074
0.104209,0.125050,0.052104,-0.083367,0.031263,0.072946,-0.031263,0.041683,0.083367,0.114630,0.104209,0.062525
0.109662,0.131594,0.054831,-0.087730,0.032899,0.076763,-0.032899,0.043865,0.087730,0.120628,0.109662,0.065797
0.164167,0.197001,0.082084,-0.131334,0.049250,0.114917,-0.049250,0.065667,0.131334,0.180584,0.164167,0.098500
0.127479,0.152975,0.063740,-0.101983,0.038244,0.089236,-0.038244,0.050992,0.101983,0.140227,0.127479,0.076488
0.178197,0.213836,0.089098,-0.142557,0.053459,0.124738,-0.053459,0.071279,0.142557,0.196017,0.178197,0.106918
0.174249,0.209099,0.087125,-0.139399,0.052275,0.121974,-0.052275,0.069700,0.139399,0.191674,0.174249,0.104549
0.178069,0.213683,0.089034,-0.142455,0.053421,0.124648,-0.053421,0.071228,0.142455,0.195876,0.178069,0.106841
0.190034,0.228041,0.095017,-0.152027,0.057010,0.133024,-0.057010,0.076014,0.152027,0.209038,0.190034,0.114021
0.187134,0.224561,0.093567,-0.149707,0.056140,0.130994,-0.056140,0.074854,0.149707,0.205847,0.187134,0.112280
0.157338,0.188805,0.078669,-0.125870,0.047201,0.110136,-0.047201,0.062935,0.125870,0.173072,0.157338,0.094403
0.216497,0.259796,0.108248,-0.173197,0.064949,0.151548,-0.064949,0.086599,0.173197,0.238146,0.216497,0.129898
0.219672,0.263607,0.109836,-0.175738,0.065902,0.153771,-0.065902,0.087869,0.175738,0.241640,0.219672,0.131803
0.195537,0.234645,0.097769,-0.156430,0.058661,0.136876,-0.058661,0.078215,0.156430,0.215091,0.195537,0.117322
0.221636,0.265964,0.110818,-0.177309,0.066491,0.155145,-0.066491,0.088655,0.177309,0.243800,0.221636,0.132982
0.224831,0.269797,0.112415,-0.179865,0.067449,0.157382,-0.067449,0.089932,0.179865,0.247314,0.224831,0.134899
0.155906,0.187087,0.077953,-0.124725,0.046772,0.109134,-0.046772,0.062362,0.124725,0.171497,0.155906,0.093544
0.185020,0.222024,0.092510,-0.148016,0.055506,0.129514,-0.055506,0.074008,0.148016,0.203522,0.185020,0.111012
0.169512,0.203414,0.084756,-0.135610,0.050854,0.118658,-0.050854,0.067805,0.135610,0.186463,0.169512,0.101707
0.147970,0.177565,0.073985,-0.118376,0.044391,0.103579,-0.044391,0.059188,0.118376,0.162767,0.147970,0.088782
0.176149,0.211378,0.088074,-0.140919,0.052845,0.123304,-0.052845,0.070459,0.140919,0.193763,0.176149,0.105689
0.131875,0.158250,0.065938,-0.105500,0.039563,0.092313,-0.039563,0.052750,0.105500,0.145063,0.131875,0.079125
0.134523,0.161427,0.067261,-0.107618,0.040357,0.094166,-0.040357,0.053809,0.107618,0.147975,0.134523,0.080714
0.145405,0.174486,0.072702,-0.116324,0.043621,0.101783,-0.043621,0.058162,0.116324,0.159945,0.145405,0.087243
0.139601,0.167521,0.069801,-0.111681,0.041880,0.097721,-0.041880,0.055840,0.111681,0.153561,0.139601,0.083761
0.130903,0.157084,0.065452,-0.104723,0.039271,0.091632,-0.039271,0.052361,0.104723,0.143994,0.130903,0.078542
0.182052,0.218462,0.091026,-0.145641,0.054616,0.127436,-0.054616,0.072821,0.145641,0.200257,0.182052,0.109231
0.095845,0.115014,0.047923,-0.076676,0.028754,0.067092,-0.028754,0.038338,0.076676,0.105430,0.095845,0.057507
0.116964,0.140357,0.058482,-0.093571,0.035089,0.081875,-0.035089,0.046786,0.093571,0.128660,0.116964,0.070178
0.074647,0.089576,0.037324,-0.059718,0.022394,0.052253,-0.022394,0.029859,0.059718,0.082112,0.074647,0.044788
0.129532,0.155438,0.064766,-0.103625,0.038860,0.090672,-0.038860,0.051813,0.103625,0.142485,0.129532,0.077719
0.156602,0.187923,0.078301,-0.125282,0.046981,0.109622,-0.046981,0.062641,0.125282,0.172263,0.156602,0.093961
0.167350,0.200820,0.083675,-0.133880,0.050205,0.117145,-0.050205,0.066940,0.133880,0.184085,0.167350,0.100410
0.121878,0.146253,0.060939,-0.097502,0.036563,0.085314,-0.036563,0.048751,0.097502,0.134065,0.121878,0.073127
0.142461,0.170953,0.071230,-0.113969,0.042738,0.099723,-0.042738,0.056984,0.113969,0.156707,0.142461,0.085477
0.197152,0.236582,0.098576,-0.157721,0.059146,0.138006,-0.059146,0.078861,0.157721,0.216867,0.197152,0.118291
0.162173,0.194607,0.081086,-0.129738,0.048652,0.113521,-0.048652,0.064869,0.129738,0.178390,0.162173,0.097304
0.195639,0.234767,0.097820,-0.156511,0.058692,0.136947,-0.058692,0.078256,0.156511,0.215203,0.195639,0.117383
0.135176,0.162211,0.067588,-0.108141,0.040553,0.094623,-0.040553,0.054070,0.108141,0.148694,0.135176,0.081106
0.198737,0.238485,0.099369,-0.158990,0.059621,0.139116,-0.059621,0.079495,0.158990,0.218611,0.198737,0.119242
0.176730,0.212076,0.088365,-0.141384,0.053019,0.123711,-0.053019,0.070692,0.141384,0.194403,0.176730,0.106038
0.145117,0.174141,0.072559,-0.116094,0.043535,0.101582,-0.043535,0.058047,0.116094,0.159629,0.145117,0.087070
